,Title_1,Title_2,label
2952,,,1.0
2953,,,0.0
2954,,,0.0
2955,,,1.0
2956,,,0.0
2957,,,0.0
2958,,,0.0
2959,,,1.0
2960,,,0.0
2961,,,1.0
2962,,,0.0
2963,,,0.0
2964,,,0.0
2965,,,0.0
2966,Update examples to pass JARs when building a SparkContext in 0.6 and master,Update examples to pass JAR file to SparkContext in master and 0.6 branches,1.0
2967,,,0.0
2968,,,1.0
2969,,,0.0
2970,,,0.0
2971,,,1.0
2972,,,1.0
2973,,,0.0
2974,,,1.0
2975,,,0.0
2976,,,0.0
2977,,,1.0
2978,,,1.0
2979,,,1.0
2980,,,1.0
2981,,,0.0
2982,,,0.0
2983,,,0.0
2984,,,1.0
2985,,,1.0
2986,,,1.0
2987,,,1.0
2988,,,1.0
2989,,,1.0
2990,,,1.0
2991,,,0.0
2992,,,1.0
2993,,,0.0
2994,,,1.0
2995,,,0.0
2996,,,0.0
2997,,,1.0
2998,,,0.0
2999,,,1.0
3000,,,0.0
3001,,,0.0
3002,,,0.0
3003,,,0.0
3004,,,1.0
3005,,,0.0
3006,,,0.0
3007,,,0.0
3008,,,1.0
3009,,,0.0
3010,,,1.0
3011,,,0.0
3012,,,0.0
3013,,,0.0
3014,,,1.0
3015,,,0.0
3016,,,0.0
3017,,,0.0
3018,,,1.0
3019,,,0.0
3020,,,1.0
3021,,,1.0
3022,,,1.0
3023,,,0.0
3024,,,1.0
3025,,,1.0
3026,,,0.0
3027,,,1.0
3028,,,1.0
3029,,,0.0
3030,,,1.0
3031,,,0.0
3032,,,0.0
3033,,,1.0
3034,,,0.0
3035,,,1.0
3036,,,1.0
3037,,,0.0
3038,,,0.0
3039,,,1.0
3040,,,0.0
3041,,,1.0
3042,,,1.0
3043,,,0.0
3044,,,0.0
3045,,,1.0
3046,,,1.0
3047,,,1.0
3048,,,0.0
3049,,,1.0
3050,,,0.0
3051,,,0.0
3052,,,0.0
3053,,,0.0
3054,,,1.0
3055,,,0.0
3056,,,0.0
3057,,,0.0
3058,,,0.0
3059,,,1.0
3060,,,0.0
3061,,,0.0
3062,,,1.0
3063,,,1.0
3064,,,1.0
3065,,,1.0
3066,,,1.0
3067,,,0.0
3068,,,0.0
3069,,,1.0
3070,,,1.0
3071,,,1.0
3072,,,1.0
3073,,,1.0
3074,,,0.0
3075,,,1.0
3076,,,1.0
3077,,,1.0
3078,,,0.0
3079,,,1.0
3080,Implement co-partitioning aware joins in PySpark,,1.0
3081,,,1.0
3082,,,1.0
3083,,,0.0
3084,,,0.0
3085,,,1.0
3086,,,0.0
3087,,,0.0
3088,,,1.0
3089,,,0.0
3090,,,0.0
3091,,,0.0
3092,,,0.0
3093,,,1.0
3094,,,1.0
3095,,,1.0
3096,,,1.0
3097,Let the user specify environment variables to be passed to the Executors,Change block manager to accept a ArrayBuffer,1.0
3098,,,0.0
3099,,,1.0
3100,,,1.0
3101,,,0.0
3102,,,0.0
3103,,,1.0
3104,,,0.0
3105,,,1.0
3106,,,0.0
3107,,,0.0
3108,,,1.0
3109,,,0.0
3110,,,1.0
3111,,,0.0
3112,,,1.0
3113,,,0.0
3114,,,1.0
3115,,,1.0
3116,,,1.0
3117,,,1.0
3118,,,1.0
3119,,,0.0
3120,,,1.0
3121,,,1.0
3122,,,0.0
3123,,,0.0
3124,,,1.0
3125,,,0.0
3126,,,1.0
3127,,,1.0
3128,,,1.0
3129,,,1.0
3130,,,1.0
3131,,,0.0
3132,,,1.0
3133,,,1.0
3134,,,1.0
3135,,,1.0
3136,,,1.0
3137,,,0.0
3138,,,0.0
3139,,,0.0
3140,,,1.0
3141,,,0.0
3142,,,1.0
3143,,,1.0
3144,,,1.0
3145,,,1.0
3146,,,0.0
3147,,,0.0
3148,,,0.0
3149,,,0.0
3150,,,0.0
3151,,,0.0
3152,,,1.0
3153,,,0.0
3154,,,1.0
3155,,,1.0
3156,,,1.0
3157,,,0.0
3158,,,1.0
3159,,,0.0
3160,,,1.0
3161,,,1.0
3162,,,1.0
3163,,,0.0
3164,,,1.0
3165,,,1.0
3166,,,0.0
3167,,,0.0
3168,,,1.0
3169,,,0.0
3170,,,1.0
3171,,,1.0
3172,,,1.0
3173,,,0.0
3174,,,0.0
3175,,,1.0
3176,,,1.0
3177,,,1.0
3178,,,0.0
3179,,,1.0
3180,,,1.0
3181,,,0.0
3182,,,0.0
3183,,,1.0
3184,,,0.0
3185,,,0.0
3186,,,0.0
3187,,,0.0
3188,,,0.0
3189,,,1.0
3190,,,1.0
3191,,,1.0
3192,,,1.0
3193,,,1.0
3194,,,1.0
3195,,,1.0
3196,,,1.0
3197,,,0.0
3198,,,1.0
3199,,,1.0
3200,,,0.0
3201,,,1.0
3202,,,1.0
3203,,,0.0
3204,,,1.0
3205,,,1.0
3206,,,1.0
3207,,,0.0
3208,,,0.0
3209,,,1.0
3210,,,1.0
3211,,,0.0
3212,,,1.0
3213,,,0.0
3214,,,1.0
3215,,,1.0
3216,,,1.0
3217,,,1.0
3218,,,1.0
3219,,,0.0
3220,,,0.0
3221,,,1.0
3222,,,1.0
3223,,,0.0
3224,,,1.0
3225,,,1.0
3226,,,1.0
3227,,,0.0
3228,,,1.0
3229,,,1.0
3230,,,1.0
3231,,,1.0
3232,,,1.0
3233,,,1.0
3234,,,1.0
3235,,,1.0
3236,,,1.0
3237,,,1.0
3238,,,1.0
3239,,,0.0
3240,,,1.0
3241,,,1.0
3242,,,0.0
3243,,,1.0
3244,,,1.0
3245,,,1.0
3246,,,1.0
3247,,,0.0
3248,,,1.0
3249,,,1.0
3250,,,1.0
3251,,,1.0
3252,,,1.0
3253,,,1.0
3254,,,0.0
3255,,,1.0
3256,,,0.0
3257,,,1.0
3258,,,1.0
3259,,,1.0
3260,,,0.0
3261,,,0.0
3262,,,1.0
3263,,,0.0
3264,,,0.0
3265,,,1.0
3266,,,1.0
3267,,,1.0
3268,,,1.0
3269,,,1.0
3270,,,0.0
3271,,,1.0
3272,,,0.0
3273,,,0.0
3274,,,1.0
3275,,,1.0
3276,,,0.0
3277,,,1.0
3278,,,0.0
3279,,,1.0
3280,,,0.0
